end_of_period,loan_number,region,country_code,country,borrower,guarantor_country_code,guarantor,loan_type,loan_status,interest_rate,project_id,project_name_,original_principal_amount,cancelled_amount,undisbursed_amount,disbursed_amount,repaid_to_ibrd,due_to_ibrd,exchange_adjustment,borrower_s_obligation,sold_3rd_party,repaid_3rd_party,due_3rd_party,loans_held,first_repayment_date,last_repayment_date,agreement_signing_date,board_approval_date,effective_date_most_recent_,closed_date_most_recent_
2017-06-30,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NON POOL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2017-07-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NON POOL,Fully Repaid,4.25,P037383,,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2017-08-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NON POOL,Fully Repaid,4.25,P037383,,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2017-09-30,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NON POOL,Fully Repaid,4.25,P037383,,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2017-10-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NON POOL,Fully Repaid,4.25,P037383,,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2017-11-30,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,,NON POOL,Fully Repaid,,P037383,,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2017-12-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NON POOL,Fully Repaid,4.25,P037383,,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2018-01-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NON POOL,Fully Repaid,4.25,P037383,,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2018-02-28,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NON POOL,Fully Repaid,4.25,P037383,,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2018-03-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NON POOL,Fully Repaid,4.25,P037383,,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2018-04-30,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NON POOL,Fully Repaid,4.25,P037383,,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2018-05-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NON POOL,Fully Repaid,4.25,P037383,,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2018-06-30,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NON POOL,Fully Repaid,4.25,P037383,,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2018-07-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NON POOL,Fully Repaid,4.25,P037383,,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2018-08-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NON POOL,Fully Repaid,4.25,P037383,,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2018-09-30,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NON POOL,Fully Repaid,4.25,P037383,,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2018-10-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NON POOL,Fully Repaid,4.25,P037383,,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2018-11-30,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NON POOL,Fully Repaid,4.25,P037383,,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2018-12-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2019-01-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NON POOL,Fully Repaid,4.25,P037383,,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2019-02-28,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2019-03-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2019-04-30,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2019-05-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2019-06-30,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2019-07-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2019-08-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2019-09-30,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2019-10-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2019-11-30,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2019-12-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2020-01-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2020-02-29,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2020-03-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2020-04-30,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2020-05-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2020-06-30,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2020-07-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2020-08-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2020-09-30,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2020-10-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2020-11-30,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2020-12-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2021-01-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2021-02-28,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2021-03-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2021-04-30,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2021-05-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2021-06-30,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2021-07-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2021-08-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2021-09-30,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2021-10-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2021-11-30,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2021-12-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2022-01-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2022-02-28,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2022-03-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2022-04-30,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2022-05-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2022-06-30,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2022-07-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2022-08-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2022-09-30,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2022-10-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2022-11-30,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2022-12-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2023-01-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2023-02-28,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2023-03-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2023-04-30,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2023-05-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2023-06-30,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2023-07-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
2023-08-31,IBRD00010,EUROPE AND CENTRAL ASIA,FR,France,CREDIT NATIONAL,FR,France,NPL,Fully Repaid,4.25,P037383,RECONSTRUCTION,250000000.0,0.0,0.0,250000000.0,38000.0,0.0,0.0,0.0,249962000.0,249962000.0,0.0,0.0,1952-11-01,1977-05-01,1947-05-09,1947-05-09,1947-06-09,1947-12-31
